"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"undisclosed ","2018-06-07","Jaguars",""," Tevaun Smith","placed on IR with undisclosed injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2018-09-01","Ravens",""," Alvin Jones (b. 1994-12-02)","placed on IR with undisclosed injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2021-08-24","Colts",""," Skai Moore","placed on IR with undisclosed injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2016-08-30","Cowboys",""," James Morris (b)","placed on IR with undisclosed injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2016-07-28","Ravens",""," Cavellis Luckett","placed on IR with undisclosed injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2019-09-01","Chargers",""," Brant Weiss","placed on IR with undisclosed injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2017-07-29","Chiefs",""," Alonzo Moore","placed on IR with undisclosed injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2015-08-11","Bills",""," Justin Brown (c)","placed on IR with undisclosed injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2021-08-17","Chiefs",""," Chad Williams (b. 1994-10-19)","placed on IR with undisclosed injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2016-08-01","Chargers",""," Terrell Chestnut","placed on IR with undisclosed injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2019-09-01","Panthers",""," Kofi Amichia","placed on IR with undisclosed injury","Offseason",2019,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2016-08-17","Texans",""," Soma Vainuku","placed on IR with undisclosed injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2016-08-19","Washington",""," Kevin Bowen","placed on IR with undisclosed injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2021-09-01","Raiders",""," Asmar Bilal","placed on IR with undisclosed injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2019-08-09","Cowboys",""," Derrick Puni","placed on IR with undisclosed injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2016-09-04","Eagles",""," Cayleb Jones","placed on IR with undisclosed injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2017-09-03","Lions",""," Tramain Jacobs","placed on IR with undisclosed injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,0
"undisclosed ","2017-08-03","Steelers",""," Scott Orndoff","placed on IR with undisclosed injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"undisclosed ","2016-05-17","Seahawks",""," Christian French","placed on IR with undisclosed injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
